CWE,Language,Query id,Query name
CWE-657,Go,go/hardcoded-credentials,Hard-coded credentials
CWE-657,Go,go/parse-jwt-with-hardcoded-key,Decoding JWT with hardcoded key
CWE-657,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-657,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-657,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-657,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-657,JavaScript/TypeScript,js/remote-property-injection,Remote property injection
CWE-657,JavaScript/TypeScript,js/hardcoded-credentials,Hard-coded credentials
CWE-657,JavaScript/TypeScript,js/remote-property-injection-more-sources,Remote property injection with additional heuristic sources
CWE-657,Python,py/hardcoded-credentials,Hard-coded credentials
CWE-657,Ruby,rb/hardcoded-credentials,Hard-coded credentials
CWE-657,Rust,rust/hard-coded-cryptographic-value,Hard-coded cryptographic value
CWE-657,Swift,swift/constant-password,Constant password
CWE-657,Swift,swift/hardcoded-key,Hard-coded encryption key
CWE-662,C/C++,cpp/lock-order-cycle,Cyclic lock order dependency
CWE-662,C/C++,cpp/twice-locked,Mutex locked twice
CWE-662,C/C++,cpp/unreleased-lock,Lock may not be released
CWE-662,C#,cs/unsafe-sync-on-field,Futile synchronization on field
CWE-662,C#,cs/inconsistent-lock-sequence,Inconsistent lock sequence
CWE-662,C#,cs/lock-this,Locking the 'this' object in a lock statement
CWE-662,C#,cs/locked-wait,A lock is held during a wait
CWE-662,C#,cs/unsynchronized-getter,Inconsistently synchronized property
CWE-662,C#,cs/unsafe-double-checked-lock,Double-checked lock is not thread-safe
CWE-662,C#,cs/unsynchronized-static-access,Unsynchronized access to static collection member in non-static context
CWE-662,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-662,Java/Kotlin,java/wait-on-condition-interface,Wait on condition
CWE-662,Java/Kotlin,java/call-to-thread-run,Direct call to a run() method
CWE-662,Java/Kotlin,java/unsafe-double-checked-locking,Double-checked locking is not thread-safe
CWE-662,Java/Kotlin,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization
CWE-662,Java/Kotlin,java/unsafe-sync-on-field,Futile synchronization on field
CWE-662,Java/Kotlin,java/inconsistent-field-synchronization,Inconsistent synchronization for field
CWE-662,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-662,Java/Kotlin,java/non-sync-override,Non-synchronized override of synchronized method
CWE-662,Java/Kotlin,java/notify-instead-of-notify-all,notify instead of notifyAll
CWE-662,Java/Kotlin,java/sleep-with-lock-held,Sleep with lock held
CWE-662,Java/Kotlin,java/sync-on-boxed-types,Synchronization on boxed types or strings
CWE-662,Java/Kotlin,java/unsynchronized-getter,Inconsistent synchronization of getter and setter
CWE-662,Java/Kotlin,java/inconsistent-sync-writeobject,Inconsistent synchronization for writeObject()
CWE-662,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-662,Java/Kotlin,java/wait-with-two-locks,Wait with two locks held
CWE-662,Java/Kotlin,java/lock-order-inconsistency,Lock order inconsistency
CWE-664,GitHub Actions,actions/code-injection/critical,Code injection
CWE-664,GitHub Actions,actions/code-injection/medium,Code injection
CWE-664,GitHub Actions,actions/improper-access-control,Improper Access Control
CWE-664,GitHub Actions,actions/excessive-secrets-exposure,Excessive Secrets Exposure
CWE-664,GitHub Actions,actions/secrets-in-artifacts,Storage of sensitive information in GitHub Actions artifact
CWE-664,GitHub Actions,actions/unmasked-secret-exposure,Unmasked Secret Exposure
CWE-664,GitHub Actions,actions/cache-poisoning/code-injection,Cache Poisoning via low-privileged code injection
CWE-664,GitHub Actions,actions/artifact-poisoning/critical,Artifact poisoning
CWE-664,GitHub Actions,actions/artifact-poisoning/medium,Artifact poisoning
CWE-664,GitHub Actions,actions/unpinned-tag,Unpinned tag for a non-immutable Action in workflow
CWE-664,GitHub Actions,actions/untrusted-checkout/critical,Checkout of untrusted code in a privileged context
CWE-664,GitHub Actions,actions/untrusted-checkout/high,Checkout of untrusted code in trusted context
CWE-664,GitHub Actions,actions/untrusted-checkout/medium,Checkout of untrusted code in trusted context
CWE-664,GitHub Actions,actions/secret-exfiltration,Secret exfiltration
CWE-664,GitHub Actions,actions/pr-on-self-hosted-runner,Pull Request code execution on self-hosted runner
CWE-664,GitHub Actions,actions/artifact-poisoning/path-traversal,Artifact Poisoning (Path Traversal).
CWE-664,GitHub Actions,actions/unversioned-immutable-action,Unversioned Immutable Action
CWE-664,GitHub Actions,actions/request-forgery,Uncontrolled data used in network request
CWE-664,C/C++,cpp/catch-missing-free,Leaky catch
CWE-664,C/C++,cpp/descriptor-may-not-be-closed,Open descriptor may not be closed
CWE-664,C/C++,cpp/descriptor-never-closed,Open descriptor never closed
CWE-664,C/C++,cpp/double-free,Potential double free
CWE-664,C/C++,cpp/file-may-not-be-closed,Open file may not be closed
CWE-664,C/C++,cpp/file-never-closed,Open file is not closed
CWE-664,C/C++,cpp/global-use-before-init,Global variable may be used before initialization
CWE-664,C/C++,cpp/initialization-not-run,Initialization code not run
CWE-664,C/C++,cpp/memory-may-not-be-freed,Memory may not be freed
CWE-664,C/C++,cpp/memory-never-freed,Memory is never freed
CWE-664,C/C++,cpp/new-free-mismatch,Mismatching new/free or malloc/delete
CWE-664,C/C++,cpp/not-initialised,Variable not initialized before use
CWE-664,C/C++,cpp/use-after-free,Potential use after free
CWE-664,C/C++,cpp/bad-addition-overflow-check,Bad check for overflow of integer addition
CWE-664,C/C++,cpp/integer-multiplication-cast-to-long,Multiplication result converted to larger type
CWE-664,C/C++,cpp/upcast-array-pointer-arithmetic,Upcast array used in pointer arithmetic
CWE-664,C/C++,cpp/alloca-in-loop,Call to alloca in a loop
CWE-664,C/C++,cpp/improper-null-termination,Potential improper null termination
CWE-664,C/C++,cpp/return-stack-allocated-memory,Returning stack-allocated memory
CWE-664,C/C++,cpp/uninitialized-local,Potentially uninitialized local variable
CWE-664,C/C++,cpp/using-expired-stack-address,Use of expired stack-address
CWE-664,C/C++,cpp/self-assignment-check,Self assignment check
CWE-664,C/C++,cpp/path-injection,Uncontrolled data used in path expression
CWE-664,C/C++,cpp/comparison-with-wider-type,Comparison of narrow type with wide type in loop condition
CWE-664,C/C++,cpp/integer-overflow-tainted,Potential integer arithmetic overflow
CWE-664,C/C++,cpp/uncontrolled-allocation-size,Uncontrolled allocation size
CWE-664,C/C++,cpp/user-controlled-bypass,Authentication bypass by spoofing
CWE-664,C/C++,cpp/cleartext-storage-buffer,Cleartext storage of sensitive information in buffer
CWE-664,C/C++,cpp/cleartext-storage-file,Cleartext storage of sensitive information in file
CWE-664,C/C++,cpp/cleartext-transmission,Cleartext transmission of sensitive information
CWE-664,C/C++,cpp/cleartext-storage-database,Cleartext storage of sensitive information in an SQLite database
CWE-664,C/C++,cpp/iterator-to-expired-container,Iterator to expired container
CWE-664,C/C++,cpp/use-of-string-after-lifetime-ends,Use of string after lifetime ends
CWE-664,C/C++,cpp/use-of-unique-pointer-after-lifetime-ends,Use of unique pointer after lifetime ends
CWE-664,C/C++,cpp/unsafe-create-process-call,NULL application name with an unquoted path in call to CreateProcess
CWE-664,C/C++,cpp/conditionally-uninitialized-variable,Conditionally uninitialized variable
CWE-664,C/C++,cpp/system-data-exposure,Exposure of system data to an unauthorized control sphere
CWE-664,C/C++,cpp/potential-system-data-exposure,Potential exposure of sensitive system data to an unauthorized control sphere
CWE-664,C/C++,cpp/external-entity-expansion,XML external entity expansion
CWE-664,C/C++,cpp/incorrect-string-type-conversion,Cast from charto wchar_t
CWE-664,C/C++,cpp/world-writable-file-creation,File created without restricting permissions
CWE-664,C/C++,cpp/open-call-with-mode-argument,File opened with O_CREAT flag but without mode argument
CWE-664,C/C++,cpp/unsafe-dacl-security-descriptor,Setting a DACL to NULL in a SECURITY_DESCRIPTOR
CWE-664,C/C++,cpp/lock-order-cycle,Cyclic lock order dependency
CWE-664,C/C++,cpp/twice-locked,Mutex locked twice
CWE-664,C/C++,cpp/unreleased-lock,Lock may not be released
CWE-664,C/C++,cpp/type-confusion,Type confusion
CWE-664,C/C++,cpp/work-with-file-without-permissions-rights,Writing to a file without setting permissions.
CWE-664,C/C++,cpp/work-with-changing-working-directories,"Find work with changing working directories, with security errors."
CWE-664,C/C++,cpp/wrong-use-of-the-umask,Find the wrong use of the umask function.
CWE-664,C/C++,cpp/drop-linux-privileges-outoforder,LinuxPrivilegeDroppingOutoforder
CWE-664,C/C++,cpp/pam-auth-bypass,PAM Authorization bypass
CWE-664,C/C++,cpp/private-cleartext-write,Exposure of private information
CWE-664,C/C++,cpp/insecure-generation-of-filename,Insecure generation of filenames.
CWE-664,C/C++,cpp/memory-leak-on-failed-call-to-realloc,Memory leak on failed call to realloc
CWE-664,C/C++,cpp/data-decompression-bomb,User-controlled file decompression
CWE-664,C/C++,cpp/experimental-double-free,Errors When Double Free
CWE-664,C/C++,cpp/use-after-expired-lifetime,Use of object after its lifetime has ended
CWE-664,C/C++,cpp/dangerous-use-of-exception-blocks,Dangerous use of exception blocks.
CWE-664,C/C++,cpp/double-release,Errors When Double Release
CWE-664,C/C++,cpp/improper-check-return-value-scanf,Improper check of return value of scanf
CWE-664,C/C++,cpp/resource-not-released-in-destructor,Resource not released in destructor
CWE-664,C#,cs/dispose-not-called-on-throw,Dispose may not be called if an exception is thrown during execution
CWE-664,C#,cs/member-not-disposed,Missing Dispose call
CWE-664,C#,cs/missing-dispose-method,Missing Dispose method
CWE-664,C#,cs/local-not-disposed,Missing Dispose call on local IDisposable
CWE-664,C#,cs/class-name-comparison,Erroneous class compare
CWE-664,C#,cs/cast-from-abstract-to-concrete-collection,Cast from abstract to concrete collection
CWE-664,C#,cs/expose-implementation,Exposing internal representation
CWE-664,C#,cs/static-array,Array constant vulnerable to change
CWE-664,C#,cs/web/debug-code,ASP.NET: leftover debug code
CWE-664,C#,cs/web/html-hidden-input,Use of HTMLInputHidden
CWE-664,C#,cs/unsafe-sync-on-field,Futile synchronization on field
CWE-664,C#,cs/inconsistent-lock-sequence,Inconsistent lock sequence
CWE-664,C#,cs/lock-this,Locking the 'this' object in a lock statement
CWE-664,C#,cs/locked-wait,A lock is held during a wait
CWE-664,C#,cs/unsynchronized-getter,Inconsistently synchronized property
CWE-664,C#,cs/unsafe-double-checked-lock,Double-checked lock is not thread-safe
CWE-664,C#,cs/unsynchronized-static-access,Unsynchronized access to static collection member in non-static context
CWE-664,C#,cs/empty-password-in-configuration,Empty password in configuration file
CWE-664,C#,cs/password-in-configuration,Password in configuration file
CWE-664,C#,cs/unassigned-field,Field is never assigned a non-default value
CWE-664,C#,cs/web/file-upload,Use of file upload
CWE-664,C#,cs/catch-of-all-exceptions,Generic catch clause
CWE-664,C#,cs/loss-of-precision,Possible loss of precision
CWE-664,C#,cs/web/debug-binary,Creating an ASP.NET debug binary may reveal sensitive information
CWE-664,C#,cs/path-injection,Uncontrolled data used in path expression
CWE-664,C#,cs/zipslip,"Arbitrary file access during archive extraction (""Zip Slip"")"
CWE-664,C#,cs/code-injection,Improper control of generation of code
CWE-664,C#,cs/sensitive-data-transmission,Information exposure through transmitted data
CWE-664,C#,cs/information-exposure-through-exception,Information exposure through an exception
CWE-664,C#,cs/web/missing-function-level-access-control,Missing function level access control
CWE-664,C#,cs/cleartext-storage-of-sensitive-information,Clear text storage of sensitive information
CWE-664,C#,cs/hard-coded-symmetric-encryption-key,Hard-coded symmetric encryption key
CWE-664,C#,cs/exposure-of-sensitive-information,Exposure of private information
CWE-664,C#,cs/session-reuse,Failure to abandon session
CWE-664,C#,cs/web/missing-x-frame-options,Missing X-Frame-Options HTTP header
CWE-664,C#,cs/deserialized-delegate,Deserialized delegate
CWE-664,C#,cs/unsafe-deserialization,Unsafe deserializer
CWE-664,C#,cs/unsafe-deserialization-untrusted-input,Deserialization of untrusted data
CWE-664,C#,cs/web/directory-browse-enabled,ASP.NET config file enables directory browsing
CWE-664,C#,cs/web/unvalidated-url-redirection,URL redirection from remote source
CWE-664,C#,cs/xml/insecure-dtd-handling,Untrusted XML is read insecurely
CWE-664,C#,cs/insecure-xml-read,XML is read insecurely
CWE-664,C#,cs/web/insecure-direct-object-reference,Insecure Direct Object Reference
CWE-664,C#,cs/redos,Denial of Service from comparison of user input against expensive regex
CWE-664,C#,cs/regex-injection,Regular expression injection
CWE-664,C#,cs/hardcoded-connection-string-credentials,Hard-coded connection string with credentials
CWE-664,C#,cs/hardcoded-credentials,Hard-coded credentials
CWE-664,C#,cs/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-664,C#,cs/web/broad-cookie-domain,Cookie security: overly broad domain
CWE-664,C#,cs/web/broad-cookie-path,Cookie security: overly broad path
CWE-664,C#,cs/web/persistent-cookie,Cookie security: persistent cookie
CWE-664,C#,cs/webclient-path-injection,Uncontrolled data used in a WebClient
CWE-664,C#,cs/request-forgery,Server-side request forgery
CWE-664,Go,go/shift-out-of-range,Shift out of range
CWE-664,Go,go/path-injection,Uncontrolled data used in path expression
CWE-664,Go,go/unsafe-unzip-symlink,Arbitrary file write extracting an archive containing symbolic links
CWE-664,Go,go/zipslip,"Arbitrary file access during archive extraction (""Zip Slip"")"
CWE-664,Go,go/unsafe-quoting,Potentially unsafe quoting
CWE-664,Go,go/stack-trace-exposure,Information exposure through a stack trace
CWE-664,Go,go/clear-text-logging,Clear-text logging of sensitive information
CWE-664,Go,go/insecure-hostkeycallback,Use of insecure HostKeyCallback implementation
CWE-664,Go,go/bad-redirect-check,Bad redirect check
CWE-664,Go,go/unvalidated-url-redirection,Open URL redirect
CWE-664,Go,go/email-injection,Email content injection
CWE-664,Go,go/incorrect-integer-conversion,Incorrect conversion between integer types
CWE-664,Go,go/uncontrolled-allocation-size,Slice memory allocation with excessive size value
CWE-664,Go,go/hardcoded-credentials,Hard-coded credentials
CWE-664,Go,go/request-forgery,Uncontrolled data used in network request
CWE-664,Go,go/timing-attack,Timing attacks due to comparison of sensitive secrets
CWE-664,Go,go/pam-auth-bypass,PAM authorization bypass due to incorrect usage
CWE-664,Go,go/improper-ldap-auth,Improper LDAP Authentication
CWE-664,Go,go/parse-jwt-with-hardcoded-key,Decoding JWT with hardcoded key
CWE-664,Go,go/uncontrolled-file-decompression,Uncontrolled file decompression
CWE-664,Go,go/sensitive-condition-bypass,User-controlled bypassing of sensitive action
CWE-664,Go,go/ssrf,Uncontrolled data used in network request
CWE-664,Go,go/cors-misconfiguration,CORS misconfiguration
CWE-664,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-664,Java/Kotlin,java/implicit-cast-in-compound-assignment,Implicit narrowing conversion in compound assignment
CWE-664,Java/Kotlin,java/integer-multiplication-cast-to-long,Result of multiplication cast to wider type
CWE-664,Java/Kotlin,java/missing-call-to-super-clone,Missing super clone
CWE-664,Java/Kotlin,java/wait-on-condition-interface,Wait on condition
CWE-664,Java/Kotlin,java/call-to-thread-run,Direct call to a run() method
CWE-664,Java/Kotlin,java/unsafe-double-checked-locking,Double-checked locking is not thread-safe
CWE-664,Java/Kotlin,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization
CWE-664,Java/Kotlin,java/unsafe-sync-on-field,Futile synchronization on field
CWE-664,Java/Kotlin,java/inconsistent-field-synchronization,Inconsistent synchronization for field
CWE-664,Java/Kotlin,java/lazy-initialization,Incorrect lazy initialization of a static field
CWE-664,Java/Kotlin,java/non-sync-override,Non-synchronized override of synchronized method
CWE-664,Java/Kotlin,java/notify-instead-of-notify-all,notify instead of notifyAll
CWE-664,Java/Kotlin,java/sleep-with-lock-held,Sleep with lock held
CWE-664,Java/Kotlin,java/sync-on-boxed-types,Synchronization on boxed types or strings
CWE-664,Java/Kotlin,java/unsynchronized-getter,Inconsistent synchronization of getter and setter
CWE-664,Java/Kotlin,java/inconsistent-sync-writeobject,Inconsistent synchronization for writeObject()
CWE-664,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-664,Java/Kotlin,java/wait-with-two-locks,Wait with two locks held
CWE-664,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-664,Java/Kotlin,java/input-resource-leak,Potential input resource leak
CWE-664,Java/Kotlin,java/database-resource-leak,Potential database resource leak
CWE-664,Java/Kotlin,java/output-resource-leak,Potential output resource leak
CWE-664,Java/Kotlin,java/impossible-array-cast,Impossible array cast
CWE-664,Java/Kotlin,java/path-injection,Uncontrolled data used in path expression
CWE-664,Java/Kotlin,java/zipslip,"Arbitrary file access during archive extraction (""Zip Slip"")"
CWE-664,Java/Kotlin,java/partial-path-traversal,Partial path traversal vulnerability
CWE-664,Java/Kotlin,java/partial-path-traversal-from-remote,Partial path traversal vulnerability from remote
CWE-664,Java/Kotlin,java/exec-tainted-environment,Building a command with an injected environment variable
CWE-664,Java/Kotlin,java/android/arbitrary-apk-installation,Android APK installation
CWE-664,Java/Kotlin,java/groovy-injection,Groovy Language injection
CWE-664,Java/Kotlin,java/insecure-bean-validation,Insecure Bean Validation
CWE-664,Java/Kotlin,java/jexl-expression-injection,Expression language injection (JEXL)
CWE-664,Java/Kotlin,java/mvel-expression-injection,Expression language injection (MVEL)
CWE-664,Java/Kotlin,java/spel-expression-injection,Expression language injection (Spring)
CWE-664,Java/Kotlin,java/server-side-template-injection,Server-side template injection
CWE-664,Java/Kotlin,java/comparison-with-wider-type,Comparison of narrow type with wide type in loop condition
CWE-664,Java/Kotlin,java/android/sensitive-notification,Exposure of sensitive information to notifications
CWE-664,Java/Kotlin,java/android/sensitive-text,Exposure of sensitive information to UI text views
CWE-664,Java/Kotlin,java/android/websettings-allow-content-access,Android WebView settings allows access to content links
CWE-664,Java/Kotlin,java/android/websettings-file-access,Android WebSettings file access
CWE-664,Java/Kotlin,java/spring-boot-exposed-actuators,Exposed Spring Boot actuators
CWE-664,Java/Kotlin,java/local-temp-file-or-directory-information-disclosure,Local information disclosure in a temporary directory
CWE-664,Java/Kotlin,java/error-message-exposure,Information exposure through an error message
CWE-664,Java/Kotlin,java/stack-trace-exposure,Information exposure through a stack trace
CWE-664,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-664,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-664,Java/Kotlin,java/android/insecure-local-key-gen,Insecurely generated keys for local authentication
CWE-664,Java/Kotlin,java/android/insecure-local-authentication,Insecure local authentication
CWE-664,Java/Kotlin,java/insecure-smtp-ssl,Insecure JavaMail SSL Configuration
CWE-664,Java/Kotlin,java/unsafe-hostname-verification,Unsafe hostname verification
CWE-664,Java/Kotlin,java/android/backup-enabled,Application backup allowed
CWE-664,Java/Kotlin,java/android/cleartext-storage-database,Cleartext storage of sensitive information using a local database on Android
CWE-664,Java/Kotlin,java/android/cleartext-storage-filesystem,Cleartext storage of sensitive information in the Android filesystem
CWE-664,Java/Kotlin,java/cleartext-storage-in-class,Cleartext storage of sensitive information using storable class
CWE-664,Java/Kotlin,java/cleartext-storage-in-cookie,Cleartext storage of sensitive information in cookie
CWE-664,Java/Kotlin,java/cleartext-storage-in-properties,Cleartext storage of sensitive information using 'Properties' class
CWE-664,Java/Kotlin,java/android/cleartext-storage-shared-prefs,Cleartext storage of sensitive information usingSharedPreferenceson Android
CWE-664,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-664,Java/Kotlin,java/android/unsafe-content-uri-resolution,Uncontrolled data used in content resolution
CWE-664,Java/Kotlin,java/android/fragment-injection,Android fragment injection
CWE-664,Java/Kotlin,java/android/fragment-injection-preference-activity,Android fragment injection in PreferenceActivity
CWE-664,Java/Kotlin,java/android/debuggable-attribute-enabled,Android debuggable attribute enabled
CWE-664,Java/Kotlin,java/android/webview-debugging-enabled,Android Webview debugging enabled
CWE-664,Java/Kotlin,java/trust-boundary-violation,Trust boundary violation
CWE-664,Java/Kotlin,java/unsafe-deserialization,Deserialization of user-controlled data
CWE-664,Java/Kotlin,java/insecure-basic-auth,Insecure basic authentication
CWE-664,Java/Kotlin,java/insecure-ldap-auth,Insecure LDAP authentication
CWE-664,Java/Kotlin,java/android/sensitive-keyboard-cache,Android sensitive keyboard cache
CWE-664,Java/Kotlin,java/sensitive-log,Insertion of sensitive information into log files
CWE-664,Java/Kotlin,java/unvalidated-url-forward,URL forward from a remote source
CWE-664,Java/Kotlin,java/unvalidated-url-redirection,URL redirection from remote source
CWE-664,Java/Kotlin,java/xxe,Resolving XML external entity in user-controlled data
CWE-664,Java/Kotlin,java/tainted-numeric-cast,User-controlled data in numeric cast
CWE-664,Java/Kotlin,java/polynomial-redos,Polynomial regular expression used on uncontrolled data
CWE-664,Java/Kotlin,java/redos,Inefficient regular expression
CWE-664,Java/Kotlin,java/regex-injection,Regular expression injection
CWE-664,Java/Kotlin,java/world-writable-file-read,Reading from a world writable file
CWE-664,Java/Kotlin,java/android/unsafe-android-webview-fetch,Unsafe resource fetching in Android WebView
CWE-664,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-664,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-664,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-664,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-664,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-664,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-664,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-664,Java/Kotlin,java/lock-order-inconsistency,Lock order inconsistency
CWE-664,Java/Kotlin,java/ssrf,Server-side request forgery
CWE-664,Java/Kotlin,java/improper-intent-verification,Improper verification of intent by broadcast receiver
CWE-664,Java/Kotlin,java/android/incomplete-provider-permissions,Missing read or write permission in a content provider
CWE-664,Java/Kotlin,java/android/implicitly-exported-component,Implicitly exported Android component
CWE-664,Java/Kotlin,java/android/implicit-pendingintents,Use of implicit PendingIntents
CWE-664,Java/Kotlin,java/android/sensitive-communication,Leaking sensitive information through an implicit Intent
CWE-664,Java/Kotlin,java/android/sensitive-result-receiver,Leaking sensitive information through a ResultReceiver
CWE-664,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-664,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-664,Java/Kotlin,java/unassigned-field,Field is never assigned a non-null value
CWE-664,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-664,Java/Kotlin,java/abstract-to-concrete-cast,Cast from abstract to concrete collection
CWE-664,Java/Kotlin,java/internal-representation-exposure,Exposing internal representation
CWE-664,Java/Kotlin,java/static-array,Array constant vulnerable to change
CWE-664,Java/Kotlin,java/log4j-injection,Potential Log4J LDAP JNDI injection (CVE-2021-44228)
CWE-664,Java/Kotlin,java/openstream-called-on-tainted-url,openStream called on URLs created from remote source
CWE-664,Java/Kotlin,java/file-path-injection,File Path Injection
CWE-664,Java/Kotlin,java/beanshell-injection,BeanShell injection
CWE-664,Java/Kotlin,java/android-insecure-dex-loading,Insecure loading of an Android Dex File
CWE-664,Java/Kotlin,java/jshell-injection,JShell injection
CWE-664,Java/Kotlin,java/javaee-expression-injection,Jakarta Expression Language injection
CWE-664,Java/Kotlin,java/jython-injection,Injection in Jython
CWE-664,Java/Kotlin,java/unsafe-eval,Injection in Java Script Engine
CWE-664,Java/Kotlin,java/spring-view-manipulation-implicit,Spring Implicit View Manipulation
CWE-664,Java/Kotlin,java/spring-view-manipulation,Spring View Manipulation
CWE-664,Java/Kotlin,java/insecure-webview-resource-response,Insecure Android WebView Resource Response
CWE-664,Java/Kotlin,java/sensitive-android-file-leak,Leaking sensitive Android file
CWE-664,Java/Kotlin,java/possible-timing-attack-against-signature,Possible timing attack against signature validation
CWE-664,Java/Kotlin,java/timing-attack-against-headers-value,Timing attack against header value
CWE-664,Java/Kotlin,java/timing-attack-against-signature,Timing attack against signature validation
CWE-664,Java/Kotlin,java/ignored-hostname-verification,Ignored result of hostname verification
CWE-664,Java/Kotlin,java/insecure-ldaps-endpoint,Insecure LDAPS Endpoint Configuration
CWE-664,Java/Kotlin,java/disabled-certificate-revocation-checking,Disabled certificate revocation checking
CWE-664,Java/Kotlin,java/unvalidated-cors-origin-set,CORS is derived from untrusted input
CWE-664,Java/Kotlin,java/local-thread-resource-abuse,Uncontrolled thread resource consumption from local input source
CWE-664,Java/Kotlin,java/thread-resource-abuse,Uncontrolled thread resource consumption
CWE-664,Java/Kotlin,java/android/unsafe-reflection,Load 3rd party classes or code ('unsafe reflection') without signature check
CWE-664,Java/Kotlin,java/unsafe-reflection,Use of externally-controlled input to select classes or code ('unsafe reflection')
CWE-664,Java/Kotlin,java/main-method-in-enterprise-bean,Main Method in Enterprise Java Bean
CWE-664,Java/Kotlin,java/main-method-in-web-components,Main Method in Java EE Web Components
CWE-664,Java/Kotlin,java/struts-development-mode,Apache Struts development mode enabled
CWE-664,Java/Kotlin,java/unsafe-deserialization-rmi,Unsafe deserialization in a remotely callable method.
CWE-664,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-configuration-class,Unsafe deserialization with Spring's remote service exporters.
CWE-664,Java/Kotlin,java/unsafe-deserialization-spring-exporter-in-xml-configuration,Unsafe deserialization with Spring's remote service exporters.
CWE-664,Java/Kotlin,java/uncontrolled-file-decompression,Uncontrolled file decompression
CWE-664,Java/Kotlin,java/server-directory-listing,Directories and files exposure
CWE-664,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-664,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-664,Java/Kotlin,java/sensitive-query-with-get,Sensitive GET Query
CWE-664,Java/Kotlin,java/spring-unvalidated-url-redirection,Spring url redirection from remote source
CWE-664,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive.in a regular expression
CWE-664,Java/Kotlin,java/insecure-rmi-jmx-server-initialization,InsecureRmiJmxAuthenticationEnvironment
CWE-664,Java/Kotlin,java/incorrect-url-verification,Incorrect URL verification
CWE-664,JavaScript/TypeScript,js/alert-call,Invocation of alert
CWE-664,JavaScript/TypeScript,js/unsafe-external-link,Potentially unsafe external link
CWE-664,JavaScript/TypeScript,js/enabling-electron-insecure-content,Enabling Electron allowRunningInsecureContent
CWE-664,JavaScript/TypeScript,js/enabling-electron-renderer-node-integration,Enabling Node.js integration for Electron web content renderers
CWE-664,JavaScript/TypeScript,js/implicit-operand-conversion,Implicit operand conversion
CWE-664,JavaScript/TypeScript,js/shift-out-of-range,Shift out of range
CWE-664,JavaScript/TypeScript,js/debugger-statement,Use of debugger statement
CWE-664,JavaScript/TypeScript,js/invalid-prototype-value,Invalid prototype value
CWE-664,JavaScript/TypeScript,js/property-assignment-on-primitive,Assignment to property of primitive value
CWE-664,JavaScript/TypeScript,js/polynomial-redos,Polynomial regular expression used on uncontrolled data
CWE-664,JavaScript/TypeScript,js/redos,Inefficient regular expression
CWE-664,JavaScript/TypeScript,js/missing-origin-check,Missing origin verification inpostMessagehandler
CWE-664,JavaScript/TypeScript,js/path-injection,Uncontrolled data used in path expression
CWE-664,JavaScript/TypeScript,js/zipslip,"Arbitrary file access during archive extraction (""Zip Slip"")"
CWE-664,JavaScript/TypeScript,js/template-object-injection,Template Object Injection
CWE-664,JavaScript/TypeScript,js/code-injection,Code injection
CWE-664,JavaScript/TypeScript,js/bad-code-sanitization,Improper code sanitization
CWE-664,JavaScript/TypeScript,js/unsafe-code-construction,Unsafe code constructed from library input
CWE-664,JavaScript/TypeScript,js/unsafe-dynamic-method-access,Unsafe dynamic method access
CWE-664,JavaScript/TypeScript,js/case-sensitive-middleware-path,Case-sensitive middleware path
CWE-664,JavaScript/TypeScript,js/file-access-to-http,File data in outbound network request
